Math,34,CORRECT,./Total_final/correct/HDRepair/Math/34/patch2.patch,HDRepair
Math,70,CORRECT,./Total_final/correct/HDRepair/Math/70/patch2.patch,HDRepair
Math,5,CORRECT,./Total_final/correct/HDRepair/Math/5/patch1.patch,HDRepair
Math,22,CORRECT,./Total_final/correct/HDRepair/Math/22/patch3.patch,HDRepair
Math,22,CORRECT,./Total_final/correct/HDRepair/Math/22/patch7.patch,HDRepair
Time,19,CORRECT,./Total_final/correct/HDRepair/Time/19/patch2.patch,HDRepair
Lang,57,CORRECT,./Total_final/correct/HDRepair/Lang/57/patch2.patch,HDRepair
Lang,46,CORRECT,./Total_final/correct/Nopol/Lang/46/patch1.patch,Nopol
Math,50,CORRECT,./Total_final/correct/jGenProg/Math/50/patch1.patch,jGenProg
Math,73,CORRECT,./Total_final/correct/jGenProg/Math/73/patch1.patch,jGenProg
Math,53,CORRECT,./Total_final/correct/jGenProg/Math/53/patch1.patch,jGenProg
Math,53,CORRECT,./Total_final/correct/jGenProg/Math/53/patch2.patch,jGenProg
Math,5,CORRECT,./Total_final/correct/jGenProg/Math/5/patch1.patch,jGenProg
Closure,61,CORRECT,./Total_final/correct/Developer/Closure/61/patch2.patch,Developer
Closure,95,CORRECT,./Total_final/correct/Developer/Closure/95/patch2.patch,Developer
Closure,132,CORRECT,./Total_final/correct/Developer/Closure/132/patch2.patch,Developer
Closure,59,CORRECT,./Total_final/correct/Developer/Closure/59/patch2.patch,Developer
Closure,92,CORRECT,./Total_final/correct/Developer/Closure/92/patch2.patch,Developer
Closure,66,CORRECT,./Total_final/correct/Developer/Closure/66/patch2.patch,Developer
Closure,104,CORRECT,./Total_final/correct/Developer/Closure/104/patch2.patch,Developer
Closure,50,CORRECT,./Total_final/correct/Developer/Closure/50/patch2.patch,Developer
Closure,68,CORRECT,./Total_final/correct/Developer/Closure/68/patch2.patch,Developer
Closure,103,CORRECT,./Total_final/correct/Developer/Closure/103/patch3.patch,Developer
Closure,103,CORRECT,./Total_final/correct/Developer/Closure/103/patch2.patch,Developer
Closure,57,CORRECT,./Total_final/correct/Developer/Closure/57/patch2.patch,Developer
Closure,32,CORRECT,./Total_final/correct/Developer/Closure/32/patch2.patch,Developer
Closure,35,CORRECT,./Total_final/correct/Developer/Closure/35/patch2.patch,Developer
Closure,102,CORRECT,./Total_final/correct/Developer/Closure/102/patch2.patch,Developer
Closure,69,CORRECT,./Total_final/correct/Developer/Closure/69/patch2.patch,Developer
Closure,56,CORRECT,./Total_final/correct/Developer/Closure/56/patch2.patch,Developer
Closure,105,CORRECT,./Total_final/correct/Developer/Closure/105/patch2.patch,Developer
Closure,51,CORRECT,./Total_final/correct/Developer/Closure/51/patch2.patch,Developer
Closure,58,CORRECT,./Total_final/correct/Developer/Closure/58/patch2.patch,Developer
Closure,133,CORRECT,./Total_final/correct/Developer/Closure/133/patch2.patch,Developer
Closure,67,CORRECT,./Total_final/correct/Developer/Closure/67/patch2.patch,Developer
Closure,94,CORRECT,./Total_final/correct/Developer/Closure/94/patch2.patch,Developer
Closure,60,CORRECT,./Total_final/correct/Developer/Closure/60/patch2.patch,Developer
Closure,34,CORRECT,./Total_final/correct/Developer/Closure/34/patch3.patch,Developer
Closure,34,CORRECT,./Total_final/correct/Developer/Closure/34/patch2.patch,Developer
Closure,33,CORRECT,./Total_final/correct/Developer/Closure/33/patch2.patch,Developer
Closure,20,CORRECT,./Total_final/correct/Developer/Closure/20/patch2.patch,Developer
Closure,18,CORRECT,./Total_final/correct/Developer/Closure/18/patch2.patch,Developer
Closure,27,CORRECT,./Total_final/correct/Developer/Closure/27/patch2.patch,Developer
Closure,9,CORRECT,./Total_final/correct/Developer/Closure/9/patch2.patch,Developer
Closure,11,CORRECT,./Total_final/correct/Developer/Closure/11/patch2.patch,Developer
Closure,7,CORRECT,./Total_final/correct/Developer/Closure/7/patch2.patch,Developer
Closure,29,CORRECT,./Total_final/correct/Developer/Closure/29/patch2.patch,Developer
Closure,16,CORRECT,./Total_final/correct/Developer/Closure/16/patch2.patch,Developer
Closure,129,CORRECT,./Total_final/correct/Developer/Closure/129/patch2.patch,Developer
Closure,42,CORRECT,./Total_final/correct/Developer/Closure/42/patch2.patch,Developer
Closure,89,CORRECT,./Total_final/correct/Developer/Closure/89/patch3.patch,Developer
Closure,89,CORRECT,./Total_final/correct/Developer/Closure/89/patch2.patch,Developer
Closure,116,CORRECT,./Total_final/correct/Developer/Closure/116/patch2.patch,Developer
Closure,45,CORRECT,./Total_final/correct/Developer/Closure/45/patch2.patch,Developer
Closure,73,CORRECT,./Total_final/correct/Developer/Closure/73/patch2.patch,Developer
Closure,118,CORRECT,./Total_final/correct/Developer/Closure/118/patch2.patch,Developer
Closure,87,CORRECT,./Total_final/correct/Developer/Closure/87/patch2.patch,Developer
Closure,127,CORRECT,./Total_final/correct/Developer/Closure/127/patch2.patch,Developer
Closure,80,CORRECT,./Total_final/correct/Developer/Closure/80/patch2.patch,Developer
Closure,74,CORRECT,./Total_final/correct/Developer/Closure/74/patch2.patch,Developer
Closure,120,CORRECT,./Total_final/correct/Developer/Closure/120/patch2.patch,Developer
Closure,6,CORRECT,./Total_final/correct/Developer/Closure/6/patch2.patch,Developer
Closure,17,CORRECT,./Total_final/correct/Developer/Closure/17/patch2.patch,Developer
Closure,1,CORRECT,./Total_final/correct/Developer/Closure/1/patch2.patch,Developer
Closure,10,CORRECT,./Total_final/correct/Developer/Closure/10/patch2.patch,Developer
Closure,19,CORRECT,./Total_final/correct/Developer/Closure/19/patch2.patch,Developer
Closure,26,CORRECT,./Total_final/correct/Developer/Closure/26/patch2.patch,Developer
Closure,8,CORRECT,./Total_final/correct/Developer/Closure/8/patch2.patch,Developer
Closure,21,CORRECT,./Total_final/correct/Developer/Closure/21/patch2.patch,Developer
Closure,75,CORRECT,./Total_final/correct/Developer/Closure/75/patch2.patch,Developer
Closure,81,CORRECT,./Total_final/correct/Developer/Closure/81/patch2.patch,Developer
Closure,121,CORRECT,./Total_final/correct/Developer/Closure/121/patch2.patch,Developer
Closure,119,CORRECT,./Total_final/correct/Developer/Closure/119/patch2.patch,Developer
Closure,86,CORRECT,./Total_final/correct/Developer/Closure/86/patch2.patch,Developer
Closure,72,CORRECT,./Total_final/correct/Developer/Closure/72/patch3.patch,Developer
Closure,72,CORRECT,./Total_final/correct/Developer/Closure/72/patch2.patch,Developer
Closure,126,CORRECT,./Total_final/correct/Developer/Closure/126/patch2.patch,Developer
Closure,44,CORRECT,./Total_final/correct/Developer/Closure/44/patch2.patch,Developer
